iter	MultiClass
454	0.5654450798
455	0.5640696772
456	0.5623159092
457	0.5609269316
458	0.5593392282
459	0.558896879
460	0.5580400726
461	0.5570689178
462	0.5562080479
463	0.5550112604
464	0.553343171
465	0.552472595
466	0.5513905618
467	0.5503301716
468	0.5500005204
469	0.5493385023
470	0.548369635
471	0.5471883188
472	0.5460659951
473	0.5449582617
474	0.5439954273
475	0.5433637943
476	0.5418460325
477	0.5408931165
478	0.5399172883
479	0.5387530242
480	0.5373056009
481	0.5360503889
482	0.5346885109
483	0.5335817233
484	0.5323787394
485	0.5314430853
486	0.5307636845
487	0.5293769029
488	0.5280021023
489	0.5267003062
490	0.5252995076
491	0.5244214931
492	0.5233650014
493	0.5213371676
494	0.5202902163
495	0.5188532078
496	0.5178587519
497	0.5164766352
498	0.5152382747
499	0.5145814382
500	0.5130824978
501	0.5122178732
502	0.5110885001
503	0.5095929418
504	0.5087774566
505	0.5079767782
506	0.5068809743
507	0.5061969545
508	0.5053710814
509	0.504740061
510	0.5036561136
511	0.5026564903
512	0.5017181161
513	0.5005202587
514	0.4997592491
515	0.498705897
516	0.4979544015
517	0.4974558249
518	0.4961844066
519	0.495134375
520	0.4938132362
521	0.4929631462
522	0.491503511
523	0.4907054415
524	0.490052424
525	0.4894716301
526	0.488402608
527	0.4874774338
528	0.4866494708
529	0.4858716001
530	0.485325425
531	0.484396519
532	0.4833140444
533	0.4827868577
534	0.4818542284
535	0.4805726263
536	0.4793981733
537	0.4789514228
538	0.4780923629
539	0.4765595732
540	0.4757202362
541	0.4745027854
542	0.4739972253
543	0.4721440727
544	0.4715713922
545	0.470891488
546	0.4701315542
547	0.4689697526
548	0.4679316203
549	0.4677258656
550	0.4663244868
551	0.4650386117
552	0.4639292659
553	0.4628727788
554	0.4625284698
555	0.4614754063
556	0.4606803953
557	0.4597093299
558	0.4593941899
559	0.4586776529
560	0.4578942672
561	0.4572544043
562	0.4560940769
563	0.455588487
564	0.4548912202
565	0.4540330824
566	0.4533472508
567	0.4526600184
568	0.4517713551
569	0.4512214808
570	0.4504684924
571	0.449343385
572	0.4488045581
573	0.4483361826
574	0.4475215338
575	0.4467453713
576	0.4454958675
577	0.4449167497
578	0.4436657578
579	0.4429609804
580	0.4420009528
581	0.4413796362
582	0.4407754239
583	0.439913699
584	0.4390909986
585	0.4385545548
586	0.4378165676
587	0.436969325
588	0.436240437
589	0.4360169322
590	0.4351866925
591	0.4340694902
592	0.4329598909
593	0.4322572871
594	0.4313436096
595	0.4309590294
596	0.4298608879
597	0.4289679943
598	0.428395612
599	0.427351899
600	0.4266145366
601	0.4257522459
602	0.4248756537
603	0.4238963095
604	0.4233070077
605	0.4224552118
606	0.4219932397
607	0.4216501436
608	0.421255847
609	0.4203722721
610	0.4200576763
611	0.4196783491
612	0.4191420741
613	0.4182854306
614	0.4179275595
615	0.4172599152
616	0.4167661653
617	0.4153171227
618	0.4149394059
619	0.4144056617
620	0.41374272
621	0.4126322926
622	0.4119881456
623	0.4108325684
624	0.4101571723
625	0.4088341394
626	0.4085699303
627	0.4077197073
628	0.4073649292
629	0.4067786091
630	0.4061894108
631	0.4052416295
632	0.4041646517
633	0.4033581567
634	0.402817907
635	0.4018305532
636	0.4014647388
637	0.4009804998
638	0.4004500647
639	0.3998955127
640	0.3996943593
641	0.3986524052
642	0.3979836769
643	0.3972022433
644	0.3965700303
645	0.3958981853
646	0.3952713981
647	0.3946106408
648	0.3939556358
649	0.3935302274
650	0.3931686766
651	0.3926155334
652	0.3919247452
653	0.391419545
654	0.390807055
655	0.3900861919
656	0.3896367558
657	0.3891775802
658	0.3887636244
659	0.3881855475
660	0.3872818216
661	0.38698421
662	0.3859736909
663	0.385394693
664	0.3846434919
665	0.3837537393
666	0.3834404927
667	0.3830179764
668	0.3827623523
669	0.3824423093
670	0.3816305634
671	0.3808999673
672	0.380410538
673	0.3797376737
674	0.3787796586
675	0.378638754
676	0.3777466291
677	0.3772527608
678	0.3767216007
679	0.3757550604
680	0.3749059094
681	0.3745587565
682	0.3740939555
683	0.3736596138
684	0.3730989958
685	0.3725209009
686	0.3721120042
687	0.3715249093
688	0.3711569931
689	0.3706484767
690	0.3701255186
691	0.3692685758
692	0.368709719
693	0.3681942724
694	0.3672682567
695	0.3669488146
696	0.3663706265
697	0.3654404101
698	0.3649033302
699	0.3642471133
700	0.3640373494
701	0.36357971
702	0.363188645
703	0.362433554
704	0.3618198721
705	0.3613777072
706	0.3608563465
707	0.3601559203
708	0.3597751803
709	0.3593713502
710	0.3587537398
711	0.3580879605
712	0.3573769236
713	0.3568901702
714	0.3563622517
715	0.35599831
716	0.3553902397
717	0.3546858388
718	0.3542650643
719	0.3537842182
720	0.353055272
721	0.3527468158
722	0.3522337525
723	0.3514869113
724	0.3507864602
725	0.3503195421
726	0.3494486314
727	0.3489313069
728	0.3485689717
729	0.348101896
730	0.3478716431
731	0.3473782399
732	0.3469464417
733	0.3461789407
734	0.3459116806
735	0.3454422839
736	0.3444446925
737	0.3441344877
738	0.3434985433
739	0.3429742848
740	0.342596668
741	0.3420262451
742	0.3412684718
743	0.3404512777
744	0.3401109805
745	0.3396134098
746	0.3393466126
747	0.3386412011
748	0.3384551711
749	0.3376966889
750	0.336902763
751	0.3363632627
752	0.335938763
753	0.335368334
754	0.3350373807
755	0.3343313597
756	0.3339246856
757	0.3335952339
758	0.3329256399
759	0.3322275878
760	0.3314987163
761	0.3310303492
762	0.330541676
763	0.3299163269
764	0.329497492
765	0.3290812567
766	0.328192923
767	0.327485364
768	0.3270505132
769	0.3268828965
770	0.3261463833
771	0.3257057371
772	0.3250079786
773	0.3246455008
774	0.3244123178
775	0.3237978213
776	0.3234727727
777	0.3228597505
778	0.32232484
779	0.3220801752
780	0.3216592187
781	0.3210647229
782	0.3208895827
783	0.3204014316
784	0.3200441962
785	0.3195722368
786	0.3191704026
787	0.3187010682
788	0.3183326822
789	0.3180706198
790	0.3177925085
791	0.317362585
792	0.3170292208
793	0.3163454173
794	0.3158480539
795	0.3151559341
796	0.3149056457
797	0.3144629661
798	0.3141321107
799	0.313680855
800	0.3131159812
801	0.3127506756
802	0.3123701768
803	0.3115535635
804	0.3108946165
805	0.3104067596
806	0.3099191264
807	0.3092367949
808	0.3088886987
809	0.3085413877
810	0.3082316521
811	0.3077474695
812	0.3071529334
813	0.3068510808
814	0.3062347415
815	0.3057537996
816	0.3052100492
817	0.3047922834
818	0.3040726228
819	0.303818212
820	0.3035696564
821	0.303295384
822	0.3030273463
823	0.3025751731
824	0.3019098122
825	0.3013289975
826	0.3007883477
827	0.3004641536
828	0.3000156365
829	0.2994094338
830	0.2990833218
831	0.2986695269
832	0.2981759443
833	0.2979331685
834	0.2974841833
835	0.2970352799
836	0.296629203
837	0.2960562949
838	0.295416245
839	0.2947975709
840	0.2942530549
841	0.2937654671
842	0.2930338795
843	0.2922957928
844	0.2919868201
845	0.2912880148
846	0.2909522577
847	0.2906201623
848	0.2901722222
849	0.2897068168
850	0.2891310126
851	0.2885398722
852	0.2881905641
853	0.2877352489
854	0.2874587899
855	0.2869735148
856	0.2866764137
857	0.286293477
858	0.2860976368
859	0.285520759
860	0.2852891549
861	0.2849553689
862	0.2846070704
863	0.2842481328
864	0.2837587998
865	0.2831802166
866	0.2828072529
867	0.2824663058
868	0.2821097586
869	0.2817537842
870	0.2813200402
871	0.2811517418
872	0.2807408169
873	0.2804822284
874	0.2799529387
875	0.2795462935
876	0.2789274005
877	0.2785698718
878	0.2780662949
879	0.277753014
880	0.2775871833
881	0.2774051369
882	0.2771073536
883	0.2765895819
884	0.2762370706
885	0.2759186105
886	0.2755300496
887	0.2751707088
888	0.2749276913
889	0.2746286426
890	0.2742899881
891	0.2740109648
892	0.2738204096
893	0.2734787365
894	0.2729420982
895	0.2726045721
896	0.2722176333
897	0.2719303026
898	0.2717578299
899	0.2710990753
900	0.2707880589
901	0.2703337246
902	0.26993539
903	0.2697940867
904	0.2695297597
905	0.2692990356
906	0.2688961587
907	0.2685278166
908	0.2681070186
909	0.2676113538
910	0.2672326308
911	0.2668236153
912	0.2665472207
913	0.2661338728
914	0.2657427076
915	0.2652956307
916	0.26474665
917	0.2643081718
918	0.2641370263
919	0.2636508231
920	0.2632142155
921	0.2627445956
922	0.2624374738
923	0.2621645556
924	0.2617442835
925	0.2613206801
926	0.2608104268
927	0.2604641066
928	0.2601828566
929	0.2597269296
930	0.2590415021
931	0.2585958779
932	0.2583669656
933	0.2582584428
934	0.2580443505
935	0.2577552739
936	0.2574112059
937	0.2571798338
938	0.2567138204
939	0.2563463437
940	0.2560079755
941	0.2554858013
942	0.2551117293
943	0.254700312
944	0.2541152552
945	0.2536748662
946	0.2533636592
947	0.2530940175
948	0.2528188407
949	0.252571246
950	0.2520936934
951	0.2517974603
952	0.2512831455
953	0.2508744701
954	0.2507434675
955	0.2503239678
956	0.2498333072
957	0.2493344072
958	0.2489342767
959	0.248609046
960	0.2483430145
961	0.2480014528
962	0.2476875588
963	0.2474172006
964	0.2470911159
965	0.2468375565
966	0.246264289
967	0.2458061313
968	0.2456376048
969	0.2454431883
970	0.2449443104
971	0.2446849054
972	0.2443150735
973	0.2440066812
974	0.2437747206
975	0.243570258
976	0.2431502847
977	0.2427771388
978	0.2422710747
979	0.2419201131
980	0.2415279092
981	0.2412266603
982	0.2408886363
983	0.2406152469
984	0.2400877307
985	0.2398076215
986	0.2395138746
987	0.2392493551
988	0.2389375969
989	0.2386717986
990	0.2384953052
991	0.2384020269
992	0.238219091
993	0.2379391193
994	0.2375268971
995	0.2372348247
996	0.236963221
997	0.2367759793
998	0.2364301397
999	0.2361795195
